0;71.0
1;0.0
2;0.0
3;0.0
4;0.0
5;0.0
6;0.0
7;0.0
8;1.0
9;0.0
10;0.0
11;0.0
12;0.0
13;1.0
14;0.0
15;0.0
16;1.0
17;3.0
18;3.0
19;7.0
20;6.0
21;6.0
22;11.0
23;9.0
24;13.0
25;13.0
26;18.0
27;16.0
28;29.0
29;32.0
30;26.0
31;40.0
32;61.0
33;51.0
34;70.0
35;75.0
36;85.0
37;84.0
38;102.0
39;125.0
40;143.0
41;163.0
42;171.0
43;201.0
44;194.0
45;241.0
46;280.0
47;281.0
48;326.0
49;312.0
50;402.0
51;427.0
52;482.0
53;515.0
54;545.0
55;585.0
56;620.0
57;682.0
58;746.0
59;802.0
60;843.0
61;857.0
62;965.0
63;1033.0
64;1063.0
65;1176.0
66;1294.0
67;1316.0
68;1401.0
69;1451.0
70;1504.0
71;1537.0
72;1643.0
73;1706.0
74;1816.0
75;2029.0
76;1978.0
77;2177.0
78;2196.0
79;2440.0
80;2418.0
81;2504.0
82;2562.0
83;2751.0
84;2857.0
85;2939.0
86;3156.0
87;3072.0
88;3309.0
89;3492.0
90;3460.0
91;3558.0
92;3752.0
93;3985.0
94;4029.0
95;4258.0
96;4213.0
97;4439.0
98;4495.0
99;4656.0
100;4672.0
101;4828.0
102;4951.0
103;5106.0
104;5332.0
105;5260.0
106;5495.0
107;5698.0
108;5786.0
109;6025.0
110;6245.0
111;6295.0
112;6151.0
113;6354.0
114;6595.0
115;6636.0
116;6730.0
117;6918.0
118;7111.0
119;7252.0
120;7406.0
121;7338.0
122;7369.0
123;7557.0
124;7775.0
125;7836.0
126;8040.0
127;8180.0
128;8436.0
129;8288.0
130;8449.0
131;8401.0
132;8697.0
133;8752.0
134;8773.0
135;8961.0
136;9082.0
137;9202.0
138;9347.0
139;9396.0
140;9529.0
141;9616.0
142;9644.0
143;9762.0
144;9773.0
145;9890.0
146;10055.0
147;9984.0
148;10046.0
149;10083.0
150;10173.0
151;10125.0
152;10278.0
153;10276.0
154;10445.0
155;10523.0
156;10613.0
157;10753.0
158;10672.0
159;10802.0
160;10865.0
161;10812.0
162;11016.0
163;10948.0
164;11211.0
165;11002.0
166;11041.0
167;10906.0
168;10913.0
169;11018.0
170;10992.0
171;11166.0
172;11220.0
173;11345.0
174;11296.0
175;10992.0
176;11229.0
177;11217.0
178;11180.0
179;11213.0
180;11210.0
181;11075.0
182;11085.0
183;11099.0
184;11280.0
185;11044.0
186;11093.0
187;11250.0
188;10995.0
189;11107.0
190;11129.0
191;10971.0
192;11021.0
193;11091.0
194;11012.0
195;11191.0
196;11093.0
