0;405
1;6
2;5
3;6
4;16
5;27
6;38
7;42
8;46
9;65
10;95
11;103
12;117
13;133
14;150
15;166
16;192
17;203
18;211
19;201
20;263
21;253
22;249
23;277
24;319
25;360
26;364
27;380
28;396
29;372
30;403
31;441
32;426
33;475
34;531
35;479
36;487
37;482
38;527
39;530
40;538
41;551
42;584
43;575
44;600
45;573
46;589
47;593
48;612
49;652
50;651
51;616
52;653
53;655
54;605
55;683
56;669
57;740
58;696
59;713
60;676
61;702
62;696
63;694
64;725
65;694
66;644
67;633
68;678
69;678
70;707
71;631
72;724
73;673
74;648
75;678
76;737
77;724
78;682
79;709
80;693
81;661
82;640
83;616
84;649
85;624
86;617
87;670
88;615
89;659
90;599
91;619
92;644
93;592
94;663
95;644
96;635
97;576
98;570
99;549
100;611
101;606
102;539
103;519
104;592
105;531
106;578
107;540
108;559
109;544
110;553
111;553
112;524
113;537
114;487
115;523
116;496
117;508
118;501
119;479
120;499
121;491
122;521
123;422
124;410
125;454
126;445
127;422
128;438
129;406
130;384
131;396
132;358
133;400
134;385
135;367
136;388
137;375
138;364
139;326
140;385
141;372
142;344
143;368
144;356
145;284
146;330
147;315
148;316
149;282
150;314
151;275
152;295
153;293
154;289
155;312
156;264
157;270
158;266
159;235
160;276
161;261
162;275
163;222
164;241
165;221
166;227
167;247
168;241
169;237
170;231
171;232
172;214
173;206
174;200
175;208
176;202
177;180
178;188
179;186
180;181
181;175
182;175
183;162
184;170
185;162
186;183
187;163
188;175
189;174
190;175
191;143
192;153
193;135
194;145
195;138
196;140
197;137
198;130
199;138
200;135
201;120
202;114
203;113
204;116
205;106
206;131
207;109
208;114
209;104
210;99
211;93
212;88
213;86
214;92
215;98
216;88
217;105
218;83
219;88
220;100
221;75
222;93
223;96
224;91
225;88
226;64
227;80
228;59
229;76
230;74
231;76
232;70
233;65
234;66
235;61
236;60
237;58
238;59
239;61
240;54
241;55
242;58
243;45
244;50
245;44
246;51
247;50
248;63
249;46
250;41
251;45
252;47
253;39
254;35
255;41
256;48
257;33
258;32
259;37
260;39
261;34
262;40
263;36
264;33
265;34
266;47
267;34
268;25
269;35
270;27
271;22
272;34
273;20
274;30
275;32
276;23
277;15
278;25
279;26
280;19
281;26
282;27
283;28
284;11
285;14
286;25
287;19
288;21
289;22
290;19
291;14
292;26
293;11
294;21
295;17
296;20
297;14
298;19
299;19
300;14
301;18
302;14
303;15
304;18
305;11
306;10
307;15
308;10
309;20
310;13
311;7
312;12
313;8
314;18
315;11
316;11
317;9
318;8
319;9
320;12
321;11
322;12
323;6
324;10
325;13
326;12
327;11
328;5
329;5
330;8
331;6
332;4
333;11
334;6
335;9
336;7
337;6
338;8
339;6
340;4
341;6
342;3
343;6
344;6
345;8
346;5
347;4
348;7
349;11
350;10
351;4
352;6
353;5
354;6
355;5
356;7
357;3
358;6
359;7
360;5
361;6
362;4
363;3
364;3
365;1
366;3
367;3
368;0
369;1
370;7
371;3
372;3
373;3
374;2
375;3
376;1
377;5
378;5
379;3
380;1
381;2
382;3
383;2
384;0
385;4
